FID,STREETNAME,CLASS,ADMIN_TYPE,RT_NUMBER,ALTRTNUM1,ALTRTNUM2,ALTRTNUM3,ALTRTNUM4,ALTRT1TYPE,RDTYPE,ROUTE_ID,ROUTE_SYST,ROUTE_NUMB,ROUTE_DIRE,RD_SEG_ID,STREET_NAM,FM_ST_NAME,TO_ST_NAME,FACILITY,F_CLASS,URBAN_AREA,URBAN_TYPE,F_F_CLASS,JURISDICTN,NHS,FD_AID_RTE,FD_AID_RD,CONTROL,NUM_LANES,OPP_LANES,SURFACE_TP,SURFACE_WD,SHLDR_RT_W,SHLDR_RT_T,SHLDR_LT_W,SHLDR_LT_T,SHLDR_UL_W,SHLDR_UL_T,MED_WIDTH,MED_TYPE,CURB,LT_SIDEWLK,RT_SIDEWLK,OPERATION,SPEED_LIM,OP_DIR_SL,TRUCK,T_EXC_TYPE,T_EXC_TIME,TRK_NETWRK,TRUCK_RTE,ROW_WIDTH,STRUCT_CND,TERRAIN,TOLL_ROAD,MHS,MGIS_TOWN,CITY,COUNTY,HWY_DIST,MPO,RPA,RTA,MILE_COUNT,AADT,AADT_YEAR,AADT_DERIV,LENGTH_MI,LENGTH_FT,SHAPE_Leng,Shape__Length
5614,ELLSWOOD STREET,5,0, , , , , ,0,5,L175275 EB,L,175275,EB,0,ELLSWOOD STREET,BAKER STREET,DEAD END,1,0,09271,1,7,2,0, ,0,0,2,0,2,16,0,0,0,0,0,0,0,0,0,0,0,2,0,0, ,1,1,0,0,28,3,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.06675162,352.4485531,107.426533837,352.448553095088
5615,MASSACHUSETTS AVENUE,4,0, , , , , ,0,4,N120 EB,N,120,EB,62849,MASSACHUSETTS AVENUE,COLUMBIA ROAD,HUNTINGTON AVENUE,1,3,09271,1,3,2,14,  59,2,0,2,2,6,22,0,0,0,0,0,0,12,1,3,0,8,2,30,30, ,1,1,0,0,95,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,31207,2016,14,0.11203533,591.54653558,180.303744651,591.546995860236
5616,COMMERCIAL STREET,4,0, , , , , ,0,4,N1580 NB,N,1580,NB,51493,COMMERCIAL STREET,CROSS STREET,NORTH WASHINGTON STREET,1,5,09271,1,4,2,0,  54,3,0,2,0,7,44,0,0,0,0,0,0,0,0,3,0,7,2,30,30, ,1,1,0,0,56,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,9954,2016,14,0.03865176,204.08128351,62.2040996225,204.081283514816
5617,MAIN STREET,4,0, , , , , ,0,4,N1424 EB,N,1424,EB,58305,MAIN STREET,CHURCH COURT,GREEN STREET,1,5,09271,1,4,2,0,  69,3,0,2,0,6,36,0,0,0,0,0,0,0,0,3,6,8,1,20,0, ,1,1,0,0,50,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,10034,2016,14,0.00645396,34.07689259,10.3866576352,34.0768925933066
5618,FAIRMOUNT AVENUE,4,0, , , , , ,0,4,N3020 NB,N,3020,NB,55738,FAIRMOUNT AVENUE, , ,1,5,09271,1,4,2,0,  38,3,0,2,0,6,29,0,0,0,0,0,0,0,0,3,8,9,2,0,0, ,1,1,0,0,46,2,2,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,0,9517,2013,2,0.00874707,46.18454965,14.0770788874,46.1845496467553
5619,ALBANY STREET,4,0, , , , , ,0,4,N1599 NB,N,1599,NB,45525,ALBANY STREET,KNEELAND STREET,EUSTIS STREET,1,5,09271,1,4,2,0,  54,3,0,2,0,6,60,0,0,0,0,0,0,0,0,3,10,10,2,0,0, ,2,2,0,0,80,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,10501,2016,14,0.04307204,227.42037044,69.3178675461,227.420370441477
5620,MONTFERN AVENUE,5,0, , , , , ,0,5,L129777 NB,L,129777,NB,0,MONTFERN AVENUE,WASHINGTON STREET,FANEUIL STREET,1,0,09271,1,7,2,0, ,0,0,2,0,5,26,0,0,0,0,0,0,0,0,3,6,6,1,0,0, ,1,1,0,0,38,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.15677414,827.76745664,252.304025392,827.767456641379
5621,HELDUN STREET,5,0, , , , , ,0,5,L179256 NB,L,179256,NB,0,HELDUN STREET,GARDNER STREET,DEAD END,1,0,09271,1,7,2,0, ,0,0,2,0,6,26,0,0,0,0,0,0,0,0,3,7,7,2,0,0, ,1,1,0,0,40,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.08005994,422.71646966,128.84423764,422.716469660958
5622,HAROLD STREET,5,0, , , , , ,0,5,L128790 EB,L,128790,EB,0,HAROLD STREET,HAROLD STREET,DEAD END,1,0,09271,1,7,2,0, ,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.0340511,179.78979807,54.8000400516,179.789798069355
5623,COMMONWEALTH AVENUE,2,2,20, , , , ,0,2,US20 WB,US,20,WB,62760,COMMONWEALTH AVENUE,ARLINGTON STREET,NEWTON CITY LINE,1,3,09271,1,3,2,15, 116,2,0,2,2,6,24,0,0,0,0,0,0,36,2,3,0,22,2,30,0, ,1,1,0,0,162,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,0,34548,2009,4,0.08022885,423.60832886,129.116076867,423.608328857317
5624,CUMMINS HIGHWAY,4,0, , , , , ,0,4,N127 EB,N,127,EB,49224,CUMMINS HIGHWAY,ROWE STREET,WASHINGTON STREET,1,3,09271,1,3,2,15,  59,2,0,2,0,6,22,0,0,0,0,0,0,0,0,3,6,6,2,25,25, ,1,1,0,0,60,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,22543,2016,14,0.05177765,273.38598206,83.3282139895,273.3859820619
5625,MARTHA ROAD,4,0, , , , , ,0,4,N1566 EB,N,1566,EB,58594,MARTHA ROAD,LEVERETT CIRCLE,LOMASNEY WAY,1,5,09271,1,4,2,0, 127,3,0,2,0,6,34,0,0,0,0,0,0,0,0,3,0,8,1,0,0, ,1,1,0,0,45,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,10144,2016,14,0.02152543,113.65426315,34.6418886905,113.654263146773
5626,CAMBRIDGE STREET,4,0, , , , , ,0,4,N131 EB,N,131,EB,52028,CAMBRIDGE STREET,COURT STREET,HANCOCK STREET,1,3,09271,1,3,2,14,  62,2,0,2,2,6,20,0,0,0,0,0,0,18,2,3,0,14,2,25,0, ,1,1,0,0,110,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,33056,2016,14,0.02140768,113.03253778,34.4523864188,113.032537776945
5627,LINWOOD STREET,5,0, , , , , ,0,5,L186388 EB,L,186388,EB,0,LINWOOD STREET,HIGHLAND STREET,CENTRE STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,26,0,0,0,0,0,0,0,0,3,7,7,2,0,0, ,1,1,0,0,40,2,3,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.0712411,376.15301707,114.651668906,376.153017061223
5628,POPLAR STREET,5,0, , , , , ,0,5,N3050 NB,N,3050,NB,49941,POPLAR STREET,WEST STREET,SOUTH STREET,1,6,09271,1,5,2,0,  45,3,0,2,0,6,36,0,0,0,0,0,0,0,0,3,7,7,2,0,0, ,1,1,0,0,50,2,2,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,3854,2016,14,0.05893399,311.17144565,94.8452463259,311.171445646852
5629,AUSTIN STREET,4,0, , , , , ,0,4,N1418 EB,N,1418,EB,62079,AUSTIN STREET,MAIN STREET,NEW RUTHERFORD AVENUE,1,5,09271,1,4,2,0,  69,3,0,2,0,6,26,0,0,0,0,0,0,0,0,3,0,6,2,0,0, ,1,1,0,0,39,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,9700,2016,14,0.03514437,185.56229356,56.5595001965,185.56229355761
5630,DUVAL STREET,5,0, , , , , ,0,5,L177861 EB,L,177861,EB,0,DUVAL STREET,WAVERLY STREET,ANTWERP STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,26,0,0,0,0,0,0,0,0,3,7,7,2,0,0, ,1,1,0,0,40,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.10786702,569.53786247,173.595487671,569.537862466084
5631,ORMOND STREET,5,0, , , , , ,0,5,L147768 NB,L,147768,NB,0,ORMOND STREET,WELLINGTON HILL STREET,WELLINGTON HILL STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,26,0,0,0,0,0,0,0,0,3,7,7,2,0,0, ,1,1,0,0,40,2,2,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.1211225,639.52681936,194.928164396,639.526819354025
5632,TERMINE AVENUE,5,0, , , , , ,0,5,L176456 NB,L,176456,NB,0,TERMINE AVENUE,CRANSTON STREET,SHERIDAN STREET,1,0,09271,1,7,2,0, ,0,0,1,0,6,10,2,3,0,0,0,0,0,0,0,0,0,2,0,0, ,1,1,0,0,14,2,3,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.04136246,218.39376436,66.5665525111,218.39376435439
5633,CHELSEA STREET,4,0, , , , , ,0,4,N449 SB,N,449,SB,62530,CHELSEA STREET,NEW RUTHERFORD AVENUE,TERMINAL STREET,1,5,09271,1,4,2,7,19-1,2,0,2,2,6,24,0,0,0,0,0,0,5,1,0,0,10,2,30,0, ,1,1,0,0,44,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,0,0,0,0,0.12987435,685.73654219,209.012916085,685.736542185783
5634,BUTLER STREET,5,0, , , , , ,0,5,L170967 EB,L,170967,EB,0,BUTLER STREET,RICHMOND STREET,BRANCHFIELD STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,25,0,0,0,0,0,0,0,0,3,6,6,2,0,0, ,1,1,0,0,40,3,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.03529464,186.35572239,56.801337787,186.355722389452
5635,ELIOT PARK,5,0, , , , , ,0,5,L122133 NB,L,122133,NB,0,ELIOT PARK,ELIOT STREET,DEAD END,1,0,09271,1,7,2,0, ,0,0,2,0,6,16,2,3,0,0,0,0,0,0,0,0,0,2,0,0, ,1,1,0,0,20,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.04083521,215.60993515,65.718039671,215.609935154608
5636,BRADLEE COURT,5,0, , , , , ,0,5,L129820 NB,L,129820,NB,0,BRADLEE COURT,BRADLEE STREET,CUL_DE_SAC,1,0,09271,1,7,2,0, ,0,0,2,0,5,26,2,2,0,0,0,0,0,0,0,4,4,2,0,0, ,1,1,0,0,40,3,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.04765178,251.60142375,76.6882673357,251.601423749784
5637,SOUTHWOOD STREET,5,0, , , , , ,0,5,L203729 EB,L,203729,EB,0,SOUTHWOOD STREET,EDGEWOOD STREET,BLUE HILL AVENUE,1,0,09271,1,7,2,0, ,0,0,2,0,2,20,0,0,0,0,0,0,0,0,3,5,5,1,0,0, ,1,1,0,0,30,3,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.11333433,598.40527632,182.39429301,598.405276313434
5638,COMMONWEALTH AVENUE,2,3,30, , , , ,0,2,SR30 EB,SR,30,EB,52081,COMMONWEALTH AVENUE,ARLINGTON STREET,NEWTON CITY LINE,1,3,09271,1,3,2,15,77-1,2,0,2,2,6,24,0,0,0,0,0,0,30,2,3,0,0,2,30,0, ,1,1,0,0,120,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,16267,2016,14,0.03132856,165.41479939,50.4185316896,165.414799384551
5639,MASSACHUSETTS AVENUE,4,0, , , , , ,0,4,N120 EB,N,120,EB,62456,MASSACHUSETTS AVENUE,COLUMBIA ROAD,HUNTINGTON AVENUE,1,3,09271,1,3,2,14,  59,2,0,2,2,6,22,0,0,0,0,0,0,12,1,3,0,8,2,30,30, ,1,1,0,0,95,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,31001,2016,14,0.04574348,241.52557876,73.6171436389,241.525343854513
5640,PURCHASE STREET,4,0, , , , , ,0,4,N433 SB,N,433,SB,56521,PURCHASE STREET,HIGH STREET,SUMMER STREET,1,3,09271,1,3,2,4,  69,2,0,2,3,6,22,0,0,0,0,0,0,99,2,3,0,16,1,30,30, ,12,1,0,2,54,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,646,2016,14,0.02326714,122.85051769,37.4449126811,122.850517686894
5641,PERTHSHIRE ROAD,5,0, , , , , ,0,5,L131786 NB,L,131786,NB,0,PERTHSHIRE ROAD,MATCHETT STREET,DUNBOY STREET,1,0,09271,1,7,2,0, ,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0, ,1,1,0,0,36,1,2,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,0,0,0,0,0.04641445,245.06831053,74.6969704439,245.06831053055
5642,JEFFRIES STREET,4,0, , , , , ,0,4,N1428 NB,N,1428,NB,44337,JEFFRIES STREET,MAVERICK STREET,MARGINAL STREET,1,5,09271,1,4,2,0,  69,3,0,2,0,6,28,0,0,0,0,0,0,0,0,3,6,6,2,20,20, ,1,1,0,0,40,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,11056,2016,14,0.04807223,253.82137103,77.3649086206,253.821371038218
5643,MYSTIC STREET,5,0, , , , , ,0,5,L193111 NB,L,193111,NB,0,MYSTIC STREET,MEDFORD STREET,BUNKER HILL STREET,1,0,09271,1,7,2,0, ,0,0,2,0,5,24,0,0,0,0,0,0,0,0,3,5,5,1,0,0, ,2,2,0,0,34,2,2,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.135131,713.49169839,214.965507226,705.26587907265
5644,SOMERSET STREET,4,0, , , , , ,0,4,N1569 SB,N,1569,SB,44470,SOMERSET STREET,CAMBRIDGE STREET,BEACON STREET,1,5,09271,1,4,2,0, 127,3,0,2,0,6,24,0,0,0,0,0,0,0,0,3,7,7,1,0,0, ,1,1,0,0,38,2,2,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,10363,2016,14,0.11801573,623.12304826,189.928284965,623.123048257542
5645,HIGHLAND STREET,5,0, , , , , ,0,5,L153678 EB,L,153678,EB,0,HIGHLAND STREET,MARCELLA STREET,JOHN ELIOT SQUARE,1,0,09271,1,7,2,0, ,0,0,2,0,6,20,0,0,0,0,0,0,0,0,3,7,7,2,0,0, ,1,1,0,0,34,2,3,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.03231449,170.62050548,52.0052340795,170.620505476444
5646,BLUE HILL AVENUE,2,3,28, , , , ,0,2,SR28 NB,SR,28,NB,51388,BLUE HILL AVENUE, ,DUDLEY STREET,1,3,09271,1,3,2,14, 125,2,0,3,3,6,33,0,0,0,0,0,0,16,1,3,0,12,2,25,0, ,1,1,0,0,118,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,69541,2016,6,0.06521096,344.3138501,104.947071404,344.313850135093
5647,HYDE PARK AVENUE,4,0, , , , , ,0,4,N112 NB,N,112,NB,50748,HYDE PARK AVENUE,DEAD END,WASHINGTON STREET,1,3,09271,1,3,2,15,  54,2,0,2,0,6,34,0,0,0,0,0,0,0,0,3,10,10,2,30,30, ,1,1,0,0,81,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,22800,2016,14,0.05325719,281.1979619,85.709310205,281.19796190093
5648,ALVAN TERRACE,5,0, , , , , ,0,5,L195795 EB,L,195795,EB,0,ALVAN TERRACE,SUMNER STREET,DEAD END,1,0,09271,1,7,2,0, ,0,0,2,0,2,19,0,0,0,0,0,0,0,0,3,3,2,2,0,0, ,1,1,0,0,24,3,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.03688599,194.7580302,59.3623663312,194.758030205086
5649,CUMMINS HIGHWAY,4,0, , , , , ,0,4,N127 EB,N,127,EB,51546,CUMMINS HIGHWAY,ROWE STREET,WASHINGTON STREET,1,3,09271,1,3,2,15,  59,2,0,2,0,6,22,0,0,0,0,0,0,0,0,3,6,6,2,25,25, ,1,1,0,0,60,2,2,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,22543,2016,14,0.09021255,476.32227513,145.183319827,476.322275133771
5650,STOCKWELL STREET,5,0, , , , , ,0,5,L129848 EB,L,129848,EB,0,STOCKWELL STREET,WAIT STREET,FRAWLEY STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,24,0,0,0,0,0,0,0,0,3,7,7,2,0,0, ,1,1,0,0,38,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.04081492,215.5027753,65.6853772827,215.502775303463
5651,CLARE AVENUE,5,0, , , , , ,0,5,L118793 NB,L,118793,NB,0,CLARE AVENUE,COLLINS STREET,CANTERBURY STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,26,0,0,0,0,0,0,0,0,3,7,7,2,0,0, ,1,1,0,0,40,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.08170901,431.42358271,131.498171006,431.423582710045
5652,PINEFIELD LANE,5,0, , , , , ,0,5,L183883 NB,L,183883,NB,0,PINEFIELD LANE,WEST MILTON STREET,PINEFIELD ROAD,1,0,09271,1,7,2,0, ,0,0,2,0,6,26,0,0,0,0,0,0,0,0,3,7,7,2,0,0, ,1,1,0,0,40,1,2,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.04857103,256.45504784,78.1676549172,256.455047841247
5653,MILTON STREET,4,0, , , , , ,0,4,N071 EB,N,071,EB,53873,MILTON STREET,NEPONSET VALLEY PARKWAY,WEST MILTON STREET,1,3,09271,1,3,2,15,85-1,2,0,2,0,6,32,0,0,0,0,0,0,0,0,3,8,8,2,35,35, ,1,1,0,0,46,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,14113,2016,14,0.06933906,366.11025795,111.590629805,366.110257946359
5654,EASTLAND ROAD,5,0, , , , , ,0,5,L158939 NB,L,158939,NB,0,EASTLAND ROAD,BOURNE STREET,BOURNE STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,26,0,0,0,0,0,0,0,0,3,7,7,2,0,0, ,1,1,0,0,40,2,2,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.0390568,206.21989902,62.8559509321,206.219899017345
5655,SIGOURNEY STREET,5,0, , , , , ,0,5,N3086 EB,N,3086,EB,58005,SIGOURNEY STREET,GLEN ROAD,WALNUT AVENUE,1,6,09271,1,5,2,0,  42,3,0,2,0,6,26,0,0,0,0,0,0,0,0,3,5,7,2,0,0, ,1,1,0,0,38,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,3932,2016,14,0.10772087,568.76620937,173.360287336,568.766209372735
5656,AVON STREET,5,0, , , , , ,0,5,L158024 NB,L,158024,NB,0,AVON STREET,POND STREET,BROOKLINE TOWN LINE,1,0,09271,1,7,2,0, ,0,0,2,0,5,22,2,1,0,0,0,0,0,0,0,0,0,2,0,0, ,1,1,0,0,40,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.06314446,333.40276194,101.621365081,333.402761942462
5657,ALLSTON STREET,5,0, , , , , ,0,5,N2526 NB,N,2526,NB,56581,ALLSTON STREET,BRIGHTON AVENUE,WASHINGTON STREET,1,6,09271,1,5,2,0,   4,3,0,2,0,6,24,0,0,0,0,0,0,0,0,3,0,6,2,0,0, ,1,1,0,0,35,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,3936,2016,14,0.02141945,113.09470323,34.4713344868,113.094703225209
5658,MEREDITH STREET,5,0, , , , , ,0,5,L129564 NB,L,129564,NB,0,MEREDITH STREET,CLEMENT AVENUE,KENNETH STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,22,0,0,0,0,0,0,0,0,3,4,4,2,0,0, ,1,1,0,0,40,3,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.11306876,597.00306283,181.966897485,597.003062834326
5659,LEAHAVEN ROAD,5,0, , , , , ,0,5,L114394 NB,L,114394,NB,0,LEAHAVEN ROAD,MEADOWBANK AVENUE,RIVER STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,24,0,0,0,0,0,0,0,0,3,5,5,2,0,0, ,1,1,0,0,38,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.08925857,471.28523424,143.648026692,471.285234241268
5660,HYDE PARK AVENUE,4,0, , , , , ,0,4,N112 NB,N,112,NB,50892,HYDE PARK AVENUE,DEAD END,WASHINGTON STREET,1,3,09271,1,3,2,15,  54,2,0,2,0,6,34,0,0,0,0,0,0,0,0,3,8,8,2,30,30, ,1,1,0,0,50,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,22800,2016,14,0.04053921,214.04702163,65.2416626772,214.047021639255
5661,CENTRE STREET,4,0, , , , , ,0,4,N1583 NB,N,1583,NB,48342,CENTRE STREET,WEST ROXBURY CENTRE STREET ROTARY,MURRAY CIRCLE,1,5,09271,1,4,2,0,  54,3,0,2,0,6,55,0,0,0,0,0,0,0,0,3,7,7,2,30,30, ,1,1,0,0,70,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,22075,2016,14,0.05015307,264.80820686,80.7137028779,264.808206862047
5662,ELLINGTON STREET,5,0, , , , , ,0,5,L115939 EB,L,115939,EB,0,ELLINGTON STREET,GREENWOOD STREET,BLUE HILL AVENUE,1,0,09271,1,7,2,0, ,0,0,2,0,6,26,0,0,0,0,0,0,0,0,3,7,7,2,0,0, ,1,1,0,0,40,1,2,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.12917602,682.04939529,207.889071461,682.049395283255
5663,COMMONWEALTH AVENUE,4,0, , , , , ,0,4,N5698 WB,N,5698,WB,54561,COMMONWEALTH AVENUE,COMMONWEALTH AVENUE,MASSACHUSETTS AVENUE,1,3,09271,1,3,2,15,  61,2,0,2,0,6,30,0,0,0,0,0,0,0,0,3,0,15,1,0,0, ,1,1,0,0,45,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,0,0,0,0,0.101297,534.8481573,163.02204439,534.848157300569
5664,DORCHESTER AVENUE,4,0, , , , , ,0,4,N113 NB,N,113,NB,47238,DORCHESTER AVENUE,ADIRONDACK PLACE,SUMMER STREET,1,3,09271,1,3,2,15,92-1,2,0,2,0,6,26,0,0,0,0,0,0,0,0,3,10,10,2,30,30, ,1,1,0,0,57,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,33263,2016,14,0.06078711,320.95595967,97.8275721623,320.95595966862
5665,WASHINGTON STREET,4,0, , , , , ,0,4,N081 EB,N,081,EB,58193,WASHINGTON STREET,NEWTON CITY LINE,BROOKLINE TOWN LINE,1,3,09271,1,3,2,15, 104,2,0,1,1,5,18,0,0,0,0,0,0,11,1,3,0,8,1,25,0, ,1,1,0,0,25,1,2,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,22830,2016,14,0.04838855,255.49153985,77.8739770936,255.491539845929
5666,NEWBERN STREET,5,0, , , , , ,0,5,L156888 NB,L,156888,NB,0,NEWBERN STREET,CAROLINA AVENUE,ELM STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,20,0,0,0,0,0,0,0,0,3,5,5,2,0,0, ,1,1,0,0,30,2,2,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.03332753,175.96937816,53.635573734,175.969378144141
5667,WASHINGTON STREET,4,0, , , , , ,0,4,N112 NB,N,112,NB,51411,WASHINGTON STREET,HYDE PARK AVENUE,DEVONSHIRE PLACE,1,3,09271,1,3,2,14,  54,2,0,2,0,6,28,0,0,0,0,0,0,0,0,3,10,10,2,25,30, ,1,1,0,0,65,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,23040,2016,14,0.07220599,381.24761304,116.204504863,381.247613038114
5668,BUNKER HILL STREET,4,0, , , , , ,0,4,N1422 EB,N,1422,EB,57475,BUNKER HILL STREET,MAIN STREET,LOWNEY WAY,1,5,09271,1,4,2,0,  69,3,0,2,0,6,39,0,0,0,0,0,0,0,0,3,10,12,2,25,25, ,2,2,0,0,61,2,2,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,10016,2016,14,0.04478566,236.46826822,72.0756723054,236.468268218877
5669,MURRAY COURT,5,0, , , , , ,0,5,L141157 EB,L,141157,EB,0,MURRAY COURT,ORLEANS STREET,DEAD END,1,0,09271,1,7,2,0, ,0,0,2,0,6,18,0,0,0,0,0,0,0,0,3,4,5,2,0,0, ,1,1,0,0,26,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.04588462,242.2708038,73.8442886862,242.270803797138
5670,VINCENT ROAD,5,0, , , , , ,0,5,L209555 NB,L,209555,NB,0,VINCENT ROAD,VETERANS OF FOREIGN WARS PARKWAY,GRETTER ROAD,1,0,09271,1,7,2,0, ,0,0,2,0,6,26,0,0,0,0,0,0,0,0,3,7,7,2,0,0, ,1,1,0,0,40,2,2,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.28458809,1502.62513879,458.001058304,1502.62513878853
5671,QUINCY STREET,4,0, , , , , ,0,4,N1607 EB,N,1607,EB,55727,QUINCY STREET,BOWDOIN STREET,WARREN STREET,1,5,09271,1,4,2,0,  54,3,0,2,0,6,26,0,0,0,0,0,0,0,0,3,7,8,2,0,0, ,1,1,0,0,41,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,3870,2016,14,0.01095626,57.84905095,17.6324259932,57.8490509495693
5672,HANOVER STREET,4,0, , , , , ,0,4,N1571 NB,N,1571,NB,52153,HANOVER STREET,DEAD END,CROSS STREET,1,5,09271,1,4,2,0,  54,3,0,2,0,6,40,0,0,0,0,0,0,0,0,3,10,10,2,25,25, ,1,1,0,0,60,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,9694,2016,14,0.01967152,103.8656411,31.6583107247,103.865641093372
5673,BARROWS STREET,5,0, , , , , ,0,5,L113165 NB,L,113165,NB,0,BARROWS STREET,CAMBRIDGE STREET,ARMINGTON STREET,1,0,09271,1,7,2,0, ,0,0,2,0,5,24,0,0,0,0,0,0,0,0,2,6,6,2,0,0, ,1,1,0,0,36,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.05912517,312.18089514,95.1529271456,312.180895142704
5674,GEORGE STREET,5,0, , , , , ,0,5,L112220 NB,L,112220,NB,0,GEORGE STREET,JOYCE ROAD,RIVER STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,23,0,0,0,0,0,0,0,0,3,6,6,2,0,0, ,1,1,0,0,35,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.19932956,1052.46008772,320.790476317,1052.46008771167
